 

stn;time;fu3010d1;tre200dx;tre200dn;tre200d0;rka150d0;ure200dx;ure200dn;ure200d0;sre000d0;fu3010d0
SMA;20191106;33.1;8.4;5.9;7.0;1.3;95.3;73.3;82.8;25;9.0
SMA;20191107;28.1;8.2;2.4;5.6;5.1;96.5;67.2;85.4;74;5.8
SMA;20191108;14.4;4.3;2.0;3.4;14.1;97.7;91.0;94.2;0;3.6
SMA;20191109;14.0;7.7;0.9;4.0;0.0;98.9;67.6;89.2;47;3.6
SMA;20191110;18.0;5.0;-1.0;1.8;0.0;100.0;75.2;91.1;165;3.6
SMA;20191111;42.1;6.4;1.3;3.5;0.3;92.9;64.6;80.9;178;5.8
SMA;20191112;29.2;8.0;1.6;4.8;0.0;90.4;49.6;73.3;372;7.6
SMA;20191113;28.4;6.1;0.7;3.2;0.0;95.2;50.8;76.1;46;4.7
SMA;20191114;35.3;5.2;-0.8;2.7;0.0;92.4;62.0;77.2;173;8.6
SMA;20191115;37.4;6.3;0.9;3.3;0.4;94.8;65.8;82.3;32;6.1
SMA;20191116;16.9;7.1;0.4;3.0;0.0;97.6;60.7;87.0;276;4.3
SMA;20191117;27.7;3.7;1.9;2.7;4.1;97.9;82.9;93.3;0;7.2
SMA;20191118;51.5;7.3;1.3;3.8;0.0;90.7;58.2;76.2;133;11.2
SMA;20191119;13.7;5.4;0.2;2.9;0.0;94.1;65.8;82.7;119;3.2
SMA;20191120;15.5;4.9;3.1;3.9;0.0;89.6;76.8;83.0;0;4.3
SMA;20191121;16.9;4.1;2.7;3.5;0.0;90.7;81.9;86.7;0;2.9
SMA;20191122;31.7;6.5;2.3;3.7;0.0;94.8;73.8;87.7;257;8.6
SMA;20191123;34.6;15.0;1.9;7.7;0.0;93.6;38.5;67.8;0;11.5
SMA;20191124;23.4;9.2;5.2;6.9;0.0;94.0;61.3;79.2;65;3.6
SMA;20191125;10.8;6.8;5.3;6.1;0.1;97.2;86.7;92.3;0;3.2
SMA;20191126;14.4;10.5;4.4;6.9;0.0;100.0;76.3;92.5;63;2.9
SMA;20191127;67.0;11.5;4.4;8.2;6.6;100.0;59.2;80.8;139;13.0
SMA;20191128;65.2;10.0;6.5;8.0;5.2;91.9;66.3;76.9;0;23.0
SMA;20191129;61.9;8.2;3.0;6.2;9.8;97.1;71.9;87.3;1;16.2
SMA;20191130;27.0;5.6;0.7;2.6;0.1;94.3;72.6;86.1;58;7.6
SMA;20191201;36.7;3.1;0.3;1.8;1.2;97.8;77.6;88.4;0;5.8
SMA;20191202;34.6;3.2;-1.5;1.4;1.2;97.7;70.7;84.4;0;8.3
SMA;20191203;32.4;2.8;-2.8;-0.7;0.0;87.7;65.1;80.0;305;8.3
SMA;20191204;13.0;0.3;-3.4;-1.0;0.0;92.9;80.8;86.6;0;3.6
SMA;20191205;13.0;2.2;-0.9;0.0;0.0;98.9;81.8;92.4;43;3.6
SMA;20191206;61.9;8.8;-1.0;2.5;0.4;100.0;54.6;82.1;287;6.1
SMA;20191207;59.8;10.3;5.0;8.0;0.5;86.4;50.9;69.2;82;11.9
SMA;20191208;72.7;10.1;5.2;7.9;0.0;89.8;52.1;70.4;161;16.6
SMA;20191209;68.0;9.3;3.3;5.7;6.4;94.3;54.0;78.0;29;24.5
SMA;20191210;31.3;5.0;-1.2;2.1;0.0;89.6;40.5;70.9;381;5.4
SMA;20191211;53.6;3.5;-1.5;1.2;3.5;97.5;62.0;78.7;0;6.8
SMA;20191212;43.6;4.5;-1.4;1.6;1.7;98.8;61.7;83.8;155;9.4
SMA;20191213;73.1;4.8;-0.3;2.5;3.1;95.7;62.6;80.8;23;19.1
SMA;20191214;111.6;9.1;3.4;6.8;0.3;89.5;48.2;71.5;131;25.9
SMA;20191215;70.2;12.9;5.6;9.1;0.0;86.0;55.5;70.7;92;13.7
SMA;20191216;18.7;8.7;4.1;5.8;0.0;92.9;64.7;79.8;118;2.9
SMA;20191217;20.5;11.4;4.8;7.9;0.0;91.0;54.8;71.2;24;5.0
SMA;20191218;19.4;11.9;5.2;8.1;0.0;94.7;51.1;78.4;143;5.0
SMA;20191219;23.0;10.2;3.7;6.3;0.0;97.2;68.0;87.5;231;4.0
SMA;20191220;75.2;13.4;2.7;7.5;7.8;96.3;40.8;76.4;0;9.7
SMA;20191221;25.9;7.4;2.6;4.9;4.1;98.3;75.9;92.0;34;5.4
SMA;20191222;83.9;6.9;3.6;5.1;6.0;98.2;75.7;87.9;0;16.6
SMA;20191223;55.8;5.4;3.8;4.7;4.8;92.4;77.9;85.6;0;19.8
SMA;20191224;54.4;8.5;3.2;5.6;6.9;97.0;68.4;83.4;0;15.1
SMA;20191225;63.0;7.4;3.5;5.7;2.5;97.6;69.8;83.7;55;16.9
SMA;20191226;36.4;4.9;0.8;2.7;1.7;100.0;81.2;91.4;3;5.8
SMA;20191227;55.8;5.6;3.8;4.9;10.1;98.8;85.1;94.7;0;7.9
SMA;20191228;29.9;5.1;-0.8;1.8;0.0;98.0;81.3;90.3;76;10.8
SMA;20191229;27.0;0.9;-2.7;-0.9;0.0;93.8;75.3;86.7;355;9.0
SMA;20191230;24.1;0.6;-2.8;-1.1;0.0;97.6;82.3;91.2;12;4.7
SMA;20191231;15.8;1.6;-2.5;-0.4;0.0;100.0;86.0;96.2;2;3.6
SMA;20200101;14.0;-0.9;-2.9;-1.9;0.0;100.0;90.4;96.2;0;3.2
SMA;20200102;13.7;-0.3;-2.1;-1.2;0.0;98.7;90.4;94.6;0;3.6
SMA;20200103;27.7;6.2;-0.9;3.0;0.9;99.9;68.7;87.3;143;6.5
SMA;20200104;37.1;6.9;2.1;4.9;0.5;96.3;72.4;80.7;0;9.0
SMA;20200105;23.8;5.8;-1.0;1.6;0.0;95.3;60.9;82.7;460;5.8
SMA;20200106;12.6;4.2;-2.1;0.1;0.0;100.0;72.6;91.8;257;2.9
SMA;20200107;24.5;5.5;-0.8;3.0;0.0;96.2;76.5;83.9;76;4.0
SMA;20200108;13.0;7.5;-1.1;3.1;0.0;100.0;56.8;81.6;268;2.2
SMA;20200109;51.8;10.6;1.8;6.2;0.0;80.9;34.1;52.9;438;5.4
SMA;20200110;55.1;10.3;5.0;7.6;0.0;81.3;37.0;65.2;240;15.1
SMA;20200111;19.8;6.7;0.1;3.9;0.0;95.5;71.1;86.1;82;5.0
SMA;20200112;17.3;5.8;-0.7;1.7;0.0;100.0;66.4;87.8;325;3.6
SMA;20200113;11.2;4.9;-0.9;1.4;0.0;99.8;57.7;81.5;139;1.8
SMA;20200114;31.7;9.4;-0.5;4.3;0.0;90.3;42.4;62.9;431;6.5
SMA;20200115;45.7;11.6;1.7;7.0;0.0;79.3;42.3;56.9;433;9.0
SMA;20200116;20.2;10.7;2.1;6.2;0.0;86.4;47.4;66.3;478;3.6
SMA;20200117;42.5;8.3;1.2;4.6;3.9;96.5;55.3;81.4;102;6.8
SMA;20200118;36.7;6.0;0.0;3.4;0.1;94.1;55.8;78.5;178;6.8
SMA;20200119;29.9;3.6;-1.1;0.5;0.0;91.4;64.1;80.4;233;7.6
SMA;20200120;43.2;2.7;-2.4;-0.4;0.0;89.4;59.9;78.5;384;12.6
SMA;20200121;24.1;1.7;-4.0;-1.8;0.0;93.4;65.8;83.6;423;6.1
SMA;20200122;20.5;-1.4;-4.2;-2.8;0.0;99.6;89.1;94.5;0;4.7
SMA;20200123;24.5;-2.1;-3.3;-2.8;0.0;97.6;87.3;91.6;0;5.0
SMA;20200124;12.6;3.7;-3.0;-0.5;0.0;100.0;70.3;91.1;212;2.9
SMA;20200125;13.3;4.1;-2.1;0.1;0.0;100.0;73.5;94.7;219;1.8
SMA;20200126;18.0;6.2;-1.2;2.3;0.6;100.0;66.8;88.7;260;2.9
SMA;20200127;58.0;8.0;2.9;5.5;1.3;97.4;58.8;79.3;255;8.3
SMA;20200128;125.3;6.1;1.3;4.1;8.4;92.5;57.2;79.6;6;25.9
SMA;20200129;84.6;4.8;1.3;3.2;1.7;95.4;77.1;85.8;2;18.7
SMA;20200130;30.2;8.1;1.6;4.9;5.5;98.2;56.3;79.9;316;8.3
SMA;20200131;47.9;13.9;5.2;9.3;0.1;96.6;66.8;83.7;259;7.9
SMA;20200201;99.7;12.7;4.9;9.4;9.1;96.6;61.1;79.2;148;17.3
SMA;20200202;77.8;13.2;8.4;10.7;6.3;93.1;69.3;81.1;0;24.8
SMA;20200203;99.7;15.5;10.5;12.6;9.5;94.4;34.0;69.9;0;32.4
SMA;20200204;122.0;16.0;0.9;4.3;4.9;92.2;31.6;78.0;48;23.0
SMA;20200205;24.8;5.9;-1.6;2.1;0.0;89.2;43.9;68.1;218;6.5
SMA;20200206;20.9;5.6;-2.8;0.4;0.0;90.2;41.5;71.5;531;5.4
SMA;20200207;13.3;6.5;-2.8;1.0;0.0;85.5;46.6;70.9;536;3.2
SMA;20200208;25.2;8.9;-1.4;3.0;0.0;94.6;34.5;68.8;429;3.2
SMA;20200209;78.8;11.1;1.5;7.5;0.0;74.7;38.3;52.7;419;15.1
SMA;20200210;123.8;13.2;5.8;10.0;7.0;91.3;48.8;64.0;67;40.3
SMA;20200211;110.5;9.4;1.1;4.4;13.4;93.0;55.5;77.7;22;28.4
SMA;20200212;60.5;5.4;1.0;3.5;1.0;94.6;50.0;69.3;52;17.3
SMA;20200213;79.9;7.0;0.0;3.5;12.8;95.9;46.0;74.0;12;11.9
SMA;20200214;61.6;9.0;2.5;5.5;0.5;93.7;61.1;78.8;129;13.0
SMA;20200215;19.8;10.9;0.0;5.3;0.0;98.2;48.5;73.4;476;4.7
SMA;20200216;58.0;15.1;4.2;10.1;0.0;75.8;30.3;48.2;139;9.4
SMA;20200217;64.1;12.8;3.4;8.9;7.4;95.5;47.8;71.1;97;16.2
SMA;20200218;50.0;9.2;3.0;5.5;0.0;82.9;47.2;62.5;368;13.7
SMA;20200219;62.6;6.9;3.0;4.5;2.5;93.0;47.8;65.8;170;19.1
SMA;20200220;69.5;10.8;2.6;6.3;0.3;80.1;47.5;63.0;439;11.2
SMA;20200221;58.3;9.1;2.5;5.1;0.8;85.2;43.5;64.3;372;8.3
SMA;20200222;27.7;13.5;0.3;7.2;0.0;94.3;36.1;61.2;547;6.5
SMA;20200223;77.8;16.1;8.4;12.8;0.0;55.3;29.5;41.1;15;21.6
SMA;20200224;61.9;18.0;10.4;13.6;0.0;78.3;37.1;55.2;471;17.3
SMA;20200225;81.4;12.7;3.8;7.9;7.8;94.1;43.8;67.9;87;20.9
SMA;20200226;76.3;5.2;-0.2;1.4;10.4;98.4;59.7;81.4;126;19.4
SMA;20200227;107.3;4.8;-0.6;1.7;6.8;97.6;63.7;78.7;112;20.2
SMA;20200228;47.2;7.7;0.8;4.1;0.0;79.3;31.5;53.8;461;10.1
SMA;20200229;82.4;13.9;3.6;7.9;15.4;95.0;31.8;63.3;136;11.9
SMA;20200301;100.4;13.2;3.9;7.5;3.9;94.7;43.1;71.0;482;16.6
SMA;20200302;52.9;7.0;1.5;4.6;4.3;92.2;60.0;76.6;0;12.6
SMA;20200303;51.8;8.2;1.9;3.9;0.3;92.3;37.5;67.2;323;11.5
SMA;20200304;31.7;8.5;0.5;4.1;0.6;95.9;45.7;69.5;325;4.7
SMA;20200305;82.4;7.0;2.8;4.7;14.6;99.5;63.8;88.2;0;7.6
SMA;20200306;83.2;7.1;2.6;4.7;0.8;89.2;57.0;71.4;1;25.9
SMA;20200307;25.9;6.7;0.4;3.4;0.6;93.2;45.5;72.8;59;6.8
SMA;20200308;24.5;9.9;-0.3;4.7;0.0;93.2;38.8;63.4;523;5.8
SMA;20200309;52.9;7.5;3.0;4.9;4.9;93.0;67.8;81.5;101;11.2
SMA;20200310;55.8;7.6;2.3;4.6;7.1;97.4;66.1;86.7;0;15.1
SMA;20200311;58.7;17.9;6.3;11.9;0.3;95.8;49.0;72.3;233;14.8
SMA;20200312;51.8;17.0;7.9;11.5;0.0;83.7;56.5;69.4;210;13.3
SMA;20200313;47.9;11.4;2.3;6.9;0.1;83.4;39.2;62.2;307;10.4
SMA;20200314;14.8;9.1;1.2;5.1;0.0;83.8;42.1;64.5;168;3.6
SMA;20200315;20.5;14.5;0.9;7.1;0.0;85.8;35.5;61.1;653;4.7
SMA;20200316;18.0;17.2;4.1;10.2;0.0;71.4;30.4;53.9;640;3.6
SMA;20200317;18.0;17.3;5.8;10.8;0.0;80.9;38.8;62.4;466;4.0
SMA;20200318;19.1;18.1;4.9;11.4;0.0;91.9;38.1;65.1;666;4.3
SMA;20200319;16.6;19.0;6.3;12.2;0.0;88.8;36.9;65.0;661;2.9
SMA;20200320;34.6;18.3;7.4;12.3;0.0;84.2;41.1;64.3;442;5.4
SMA;20200321;44.6;10.0;2.9;6.2;0.0;93.8;79.1;87.9;37;11.9
SMA;20200322;50.0;8.3;-1.4;3.0;0.0;85.7;47.6;67.4;238;16.9
SMA;20200323;49.0;7.8;-3.5;1.2;0.0;69.3;24.2;45.9;683;15.1
SMA;20200324;51.8;7.8;-3.5;1.5;0.0;56.7;28.1;43.7;689;16.6
SMA;20200325;45.0;7.7;-2.3;1.9;0.0;63.1;31.5;47.9;619;13.7
SMA;20200326;46.8;5.5;-3.0;1.0;0.0;75.9;43.5;61.4;357;11.5
SMA;20200327;18.4;11.8;-1.3;5.4;0.0;84.7;39.0;61.7;566;3.6
SMA;20200328;20.9;16.0;2.8;9.3;0.0;83.5;34.2;58.1;661;4.0
SMA;20200329;33.5;8.1;0.4;4.3;5.5;96.7;60.7;77.8;2;8.6
SMA;20200330;46.1;2.6;-1.4;0.5;0.2;93.4;59.3;75.5;45;12.2
SMA;20200331;42.1;8.6;-3.3;2.3;0.0;80.1;27.5;49.9;716;11.2
SMA;20200401;24.5;10.8;-2.6;3.8;0.0;80.1;29.3;50.5;719;6.8
SMA;20200402;31.0;14.4;0.0;7.1;0.0;82.1;27.8;49.4;709;5.0
SMA;20200403;25.6;13.3;2.2;7.9;0.0;63.8;27.3;45.5;706;7.2
SMA;20200404;27.0;15.5;1.7;8.8;0.0;80.1;28.0;51.0;724;7.9
SMA;20200405;23.4;18.4;3.0;10.7;0.0;74.8;20.6;48.1;733;7.6
SMA;20200406;19.1;21.4;6.1;13.2;0.0;71.0;19.6;45.6;727;3.6
SMA;20200407;40.7;22.0;7.4;14.4;0.0;67.9;24.7;44.1;733;7.2
SMA;20200408;26.6;21.9;7.8;14.5;0.0;68.5;21.5;44.1;733;3.6
SMA;20200409;23.4;21.5;8.9;14.6;0.0;66.6;22.5;45.0;508;4.3
SMA;20200410;29.9;22.4;8.4;15.0;0.0;66.2;23.0;43.7;739;5.4
SMA;20200411;23.8;22.3;8.8;15.3;0.0;70.5;24.8;45.7;743;4.7
SMA;20200412;36.0;23.7;8.8;16.2;0.0;74.0;18.7;43.9;540;4.3
SMA;20200413;40.0;20.9;6.9;15.0;0.1;74.5;27.8;46.2;495;8.6
SMA;20200414;45.7;11.7;2.8;6.7;0.0;63.7;26.4;43.2;735;15.5
SMA;20200415;35.3;18.6;0.1;9.4;0.0;69.3;24.8;44.7;762;7.2
SMA;20200416;19.1;22.2;6.4;14.3;0.1;70.4;25.3;48.8;736;4.0
SMA;20200417;20.5;23.6;10.3;16.7;0.0;76.5;27.2;48.8;694;4.3
SMA;20200418;32.4;23.9;11.2;16.9;0.0;76.0;28.1;54.1;717;6.5
SMA;20200419;44.3;21.2;9.9;16.0;0.0;87.7;39.5;60.7;444;10.1
SMA;20200420;46.4;18.1;10.1;13.6;0.0;81.5;44.3;59.2;591;16.2
SMA;20200421;46.8;18.9;8.4;12.3;0.0;62.7;40.5;52.7;177;15.8
SMA;20200422;36.7;21.6;7.5;14.3;0.0;57.7;25.1;40.5;778;13.0
SMA;20200423;23.0;21.6;7.3;14.3;0.0;60.9;19.2;41.6;778;5.4
SMA;20200424;44.6;22.6;8.4;15.8;0.0;77.8;25.4;47.6;591;6.8
SMA;20200425;27.4;22.6;10.5;16.7;0.2;90.3;26.0;50.5;522;5.4
SMA;20200426;42.1;21.5;9.6;14.2;0.7;97.1;31.7;56.5;400;6.1
SMA;20200427;32.0;22.5;10.1;16.0;0.1;95.6;26.4;59.3;750;7.9
SMA;20200428;34.2;14.0;8.0;11.7;11.9;97.0;77.2;89.7;0;7.2
SMA;20200429;38.5;16.3;7.3;10.6;7.4;98.0;47.2;77.4;193;10.1
SMA;20200430;48.2;10.8;8.7;9.6;5.8;95.0;72.8;85.3;2;9.0
SMA;20200501;51.1;11.1;7.8;9.3;20.7;98.7;65.6;84.1;21;11.5
SMA;20200502;54.4;14.3;6.2;9.2;13.0;97.8;60.3;87.2;30;10.8
SMA;20200503;22.3;17.2;4.0;11.0;0.0;99.2;44.1;71.7;503;4.7
SMA;20200504;32.0;21.2;9.6;15.4;0.1;93.7;41.9;67.5;458;7.6
SMA;20200505;33.1;12.9;8.1;10.7;16.3;98.8;76.5;91.4;0;10.1
SMA;20200506;29.5;15.8;6.5;10.5;0.2;97.1;34.1;67.3;488;8.6
SMA;20200507;23.4;21.3;4.8;13.2;0.0;84.4;27.6;54.6;800;5.4
SMA;20200508;23.4;25.1;10.3;17.7;0.0;88.3;33.8;61.9;710;3.6
SMA;20200509;26.6;24.9;14.9;19.6;0.0;86.4;34.2;58.1;730;4.3
SMA;20200510;20.9;24.1;13.7;18.2;3.5;98.0;40.2;72.1;424;5.8
SMA;20200511;40.0;16.5;1.5;10.8;12.3;95.9;72.4;85.6;26;8.6
SMA;20200512;41.0;12.3;2.0;6.6;0.1;95.8;54.7;75.7;269;9.7
SMA;20200513;28.4;11.3;6.7;8.7;2.8;97.1;78.9;87.2;3;6.8
SMA;20200514;36.4;9.6;6.7;8.4;4.7;97.5;80.0;88.5;0;11.2
SMA;20200515;32.8;12.3;6.0;9.2;0.2;94.6;62.1;83.0;76;8.6
SMA;20200516;27.0;18.1;5.1;11.5;0.0;97.0;44.8;71.0;462;7.2
SMA;20200517;31.3;21.3;7.3;14.6;0.0;85.8;27.6;54.1;836;7.6
SMA;20200518;24.1;23.3;8.6;16.5;0.0;74.7;27.6;51.0;832;6.5
SMA;20200519;32.8;24.2;11.2;18.2;0.0;76.8;35.7;51.5;670;7.2
SMA;20200520;38.9;22.7;13.1;18.0;0.0;69.8;34.6;53.3;643;8.6
SMA;20200521;24.8;24.1;10.8;18.0;0.0;86.3;27.7;57.0;767;5.4
SMA;20200522;20.5;26.2;13.1;19.7;0.0;79.6;29.8;57.6;489;4.0
SMA;20200523;47.9;24.1;6.8;14.4;13.1;97.4;52.2;81.7;154;6.1
SMA;20200524;27.7;19.1;6.9;12.9;0.0;97.6;38.2;66.3;512;6.8
SMA;20200525;28.4;19.2;8.4;13.8;0.0;82.7;42.3;61.8;616;7.2
SMA;20200526;32.4;20.0;8.9;14.4;0.0;84.4;34.5;57.7;805;8.6
SMA;20200527;29.2;21.5;7.7;15.1;0.0;83.4;27.5;51.3;846;9.0
SMA;20200528;36.4;22.0;10.1;15.2;0.3;83.0;32.9;58.5;479;5.0
SMA;20200529;48.2;19.4;8.5;13.9;0.0;80.4;36.0;53.7;822;13.7
SMA;20200530;39.2;19.3;8.1;13.7;0.0;82.3;31.6;55.4;736;9.7
SMA;20200531;33.5;20.2;7.6;14.3;0.0;79.4;31.5;51.9;850;10.8
SMA;20200601;27.4;24.2;9.3;17.0;0.0;74.5;32.0;49.6;849;10.1
SMA;20200602;30.6;24.9;11.2;18.4;0.0;76.6;25.8;48.8;834;5.8
SMA;20200603;51.1;25.5;13.9;18.2;3.3;90.1;28.1;59.9;523;6.5
SMA;20200604;31.3;14.8;10.5;12.9;29.4;97.9;77.2;93.6;0;7.6
SMA;20200605;67.0;16.5;9.6;12.6;2.6;95.9;52.9;77.2;40;16.9
SMA;20200606;58.7;20.2;11.3;14.9;5.1;97.6;55.1;76.0;56;11.5
SMA;20200607;22.0;12.8;9.5;10.8;7.8;97.9;76.8;89.8;0;4.3
SMA;20200608;31.0;19.3;9.4;13.1;5.3;97.9;41.9;75.7;234;6.5
SMA;20200609;21.2;14.6;10.1;11.9;4.0;97.8;76.4;90.0;0;5.0
SMA;20200610;19.1;14.9;11.4;12.5;16.3;98.5;72.8;91.9;0;4.7
SMA;20200611;23.0;19.9;11.3;14.5;2.5;99.1;52.2;81.1;419;6.1
SMA;20200612;36.4;26.8;10.5;18.6;0.0;96.5;28.3;62.4;843;10.4
SMA;20200613;63.0;24.9;11.9;16.8;6.3;95.8;43.9;73.9;416;10.4
SMA;20200614;27.4;15.6;11.7;13.4;2.6;95.9;78.9;88.4;0;8.6
SMA;20200615;15.5;20.1;12.8;15.8;0.0;94.3;52.7;76.3;155;4.3
SMA;20200616;29.5;21.1;13.3;16.3;0.0;91.0;56.0;78.2;292;6.8
SMA;20200617;37.4;14.9;11.0;13.5;22.0;98.2;80.6;91.5;0;7.6
SMA;20200618;40.3;20.3;10.9;14.4;6.0;98.5;47.3;81.5;357;4.3
SMA;20200619;27.0;16.0;11.2;13.1;0.2;96.6;75.5;88.1;38;5.0
SMA;20200620;24.5;21.0;11.7;16.2;0.0;95.8;39.6;70.2;530;4.3
SMA;20200621;23.8;23.8;13.2;18.2;0.0;90.8;38.6;64.0;559;4.7
SMA;20200622;19.4;24.3;15.6;19.1;0.0;80.8;47.3;66.3;297;4.7
SMA;20200623;38.9;26.6;13.3;20.5;0.0;82.8;38.1;58.3;855;10.1
SMA;20200624;31.7;27.2;14.4;21.0;0.0;77.7;29.5;52.7;850;11.2
SMA;20200625;22.3;27.4;14.0;20.9;0.0;76.4;32.2;54.3;848;7.9
SMA;20200626;52.9;26.9;15.9;19.7;0.7;91.4;51.0;75.3;247;5.8
SMA;20200627;41.8;27.7;16.3;20.4;1.3;95.4;46.6;74.0;494;6.5
SMA;20200628;37.1;25.6;14.2;19.4;12.7;98.7;51.7;75.4;129;6.1
SMA;20200629;29.9;22.6;13.5;16.9;17.1;98.7;41.7;81.4;361;6.1
SMA;20200630;34.2;26.3;13.0;19.2;0.0;92.1;37.2;63.4;847;6.8
SMA;20200701;40.3;29.9;15.8;21.6;14.0;97.2;37.4;68.6;771;7.9
SMA;20200702;59.4;24.0;15.8;18.7;1.5;98.7;58.3;82.0;216;7.2
SMA;20200703;17.6;19.5;13.5;16.1;0.1;96.5;55.3;78.9;14;4.3
SMA;20200704;29.5;24.9;13.4;18.9;0.0;93.6;39.9;64.0;628;5.8
SMA;20200705;32.4;28.2;15.3;21.6;0.0;83.3;47.2;62.8;814;8.6
SMA;20200706;44.6;21.1;12.3;18.2;0.0;76.8;35.8;58.4;350;11.9
SMA;20200707;24.8;22.7;9.6;16.9;0.0;79.8;25.9;50.2;855;6.5
SMA;20200708;32.4;26.8;12.6;19.7;0.0;80.3;31.0;52.6;776;6.1
SMA;20200709;42.5;29.7;15.9;22.6;0.0;80.3;25.6;51.8;818;6.8
SMA;20200710;51.5;29.6;15.6;22.6;15.6;97.7;37.2;59.0;668;9.4
SMA;20200711;23.4;19.9;12.5;16.1;6.5;98.3;63.5;85.8;167;5.8
SMA;20200712;43.9;23.5;11.4;17.4;0.0;96.8;32.2;62.9;815;10.1
SMA;20200713;23.4;24.2;11.8;18.2;0.0;80.3;28.4;54.6;817;6.1
SMA;20200714;28.8;25.7;13.3;19.6;0.0;81.3;28.2;51.7;683;5.4
SMA;20200715;40.7;20.3;14.1;16.6;6.0;95.4;55.2;76.5;1;4.7
SMA;20200716;24.1;16.9;13.8;14.8;9.8;98.6;74.8;90.4;1;6.5
SMA;20200717;14.0;18.6;13.3;15.6;0.1;98.6;68.3;86.8;2;4.3
SMA;20200718;30.6;23.3;11.9;17.6;0.0;97.5;31.4;65.1;833;7.2
SMA;20200719;20.5;26.5;12.2;19.6;0.0;86.8;37.8;60.6;811;4.3
SMA;20200720;29.9;29.1;15.4;22.1;0.0;87.8;22.2;55.9;809;4.7
SMA;20200721;24.1;26.7;16.0;21.4;0.0;79.3;51.7;65.7;303;6.5
SMA;20200722;28.8;26.7;17.0;21.7;0.0;87.3;48.3;68.9;369;6.5
SMA;20200723;28.8;27.2;17.2;22.0;0.0;87.3;31.1;57.1;608;5.8
SMA;20200724;38.9;22.3;16.3;18.3;1.1;90.2;45.9;68.1;190;6.1
SMA;20200725;28.4;26.9;14.9;20.9;0.0;89.6;35.3;60.6;681;5.0
SMA;20200726;40.3;25.9;16.1;20.8;1.0;94.7;43.3;65.0;439;6.1
SMA;20200727;34.9;30.1;15.6;23.1;0.0;89.2;33.8;60.6;837;5.8
SMA;20200728;38.2;29.9;21.1;24.4;1.1;79.6;41.0;58.1;485;7.6
SMA;20200729;22.3;27.9;17.7;22.2;0.0;68.6;40.8;54.4;716;6.1
SMA;20200730;16.2;31.0;15.7;23.5;0.0;78.0;32.1;54.1;817;3.6
SMA;20200731;20.2;33.6;19.7;26.5;0.0;85.0;29.7;58.2;800;4.0
SMA;20200801;56.2;30.4;17.9;24.5;1.3;92.2;39.9;60.9;426;6.8
SMA;20200802;41.0;24.4;16.3;19.2;7.9;98.4;60.5;83.5;18;5.8
SMA;20200803;32.0;18.1;11.8;15.2;24.2;98.9;81.5;93.2;0;5.8
SMA;20200804;17.6;16.7;11.5;13.3;12.2;98.0;75.7;92.8;43;5.0
SMA;20200805;41.8;22.8;10.3;16.2;0.0;100.0;44.1;72.0;680;9.7
SMA;20200806;23.0;25.8;11.9;19.0;0.0;92.3;42.3;68.8;813;6.1
SMA;20200807;19.8;28.6;14.7;21.8;0.0;94.8;41.8;69.4;810;4.3
SMA;20200808;20.9;29.0;16.9;22.6;0.0;91.7;35.6;63.2;800;4.7
SMA;20200809;21.2;29.8;17.0;23.0;0.0;86.0;31.7;59.5;803;4.0
SMA;20200810;37.8;30.8;18.2;23.5;0.0;85.8;35.4;61.6;578;4.3
SMA;20200811;19.8;30.6;19.4;23.5;2.8;91.4;39.0;66.2;634;5.4
SMA;20200812;31.3;31.2;18.7;24.3;0.0;89.2;35.8;64.5;602;4.7
SMA;20200813;36.0;25.7;18.1;21.5;0.9;86.7;44.3;68.7;248;6.5
SMA;20200814;24.1;25.2;17.9;20.4;0.0;87.6;55.1;72.9;192;6.8
SMA;20200815;19.8;27.0;16.5;21.3;0.0;96.2;40.3;71.3;556;4.0
SMA;20200816;71.6;29.1;16.4;22.2;7.7;97.6;33.5;65.6;633;6.1
SMA;20200817;31.3;23.6;15.7;18.6;11.5;98.6;52.0;80.4;352;5.8
SMA;20200818;28.8;23.8;15.0;18.8;0.8;94.0;48.3;72.9;466;6.1
SMA;20200819;15.8;25.1;14.9;20.2;0.0;92.6;44.8;68.9;524;4.0
SMA;20200820;22.7;31.0;18.5;24.5;0.0;84.3;32.2;58.5;679;4.0
SMA;20200821;39.6;32.7;18.9;25.6;0.0;84.6;27.7;56.5;759;5.0
SMA;20200822;32.4;22.7;17.7;19.6;6.0;97.5;55.9;78.2;86;5.4
SMA;20200823;32.4;22.3;16.6;18.9;0.0;85.7;44.6;61.9;225;6.5
SMA;20200824;31.0;22.4;13.8;17.7;0.0;74.9;36.0;55.3;526;5.8
SMA;20200825;47.5;25.3;12.3;19.1;0.0;89.2;37.3;61.1;521;6.1
SMA;20200826;65.2;26.2;15.8;22.0;0.0;70.9;32.3;45.7;520;18.4
SMA;20200827;24.1;24.5;13.7;18.7;0.0;87.6;39.0;64.0;568;3.2
SMA;20200828;37.4;23.4;12.7;17.5;7.5;97.3;51.3;77.6;179;7.6
SMA;20200829;19.4;14.2;12.4;13.3;9.2;98.0;86.8;94.5;0;5.0
SMA;20200830;38.9;13.0;8.8;11.3;44.5;98.2;89.5;95.2;0;7.2
SMA;20200831;22.0;19.0;9.6;13.6;0.3;98.6;51.1;82.2;180;3.2
SMA;20200901;23.8;17.8;11.2;14.0;0.0;96.9;60.3;82.5;137;5.0
