,RMSE,lags,seasonal_lags,hidden_layers,alpha,batch_size,activation,learning_rate,exog_lags,grippe_lags,exogenous_lags,grippe_lag
277,0.767920105403693,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,27.0
278,0.8170978587185195,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
279,0.8178256457724963,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,28.0
280,0.7798049734028633,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
281,0.7152203617177985,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,29.0
282,0.8350635214151998,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
283,0.9245566600772176,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,30.0
284,0.9311616268787866,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
285,0.9405980206618079,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,31.0
286,0.8236944308501154,27,[52],"(16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
287,0.7467883993703252,27,[52],"(16, 16, 16)",0.2,32,relu,0.0001,,,33.0,32.0
